FOLD;EPOCH;TP;FP;FN;TN;ACCURACY;MCC;PPV;RECALL;;FOLD;EPOCH;TP;FP;FN;TN;ACCURACY;MCC;PPV;RECALL
5;59;34;7;3;65;0.9082568807;0.8032158439;0.8292682927;0.9189189189;;;;;;;;;;;
5;60;34;7;3;65;0.9082568807;0.8032158439;0.8292682927;0.9189189189;;;;;;;;;;;
5;61;34;7;3;65;0.9082568807;0.8032158439;0.8292682927;0.9189189189;;;;;;;;;;;
5;62;34;7;3;65;0.9082568807;0.8032158439;0.8292682927;0.9189189189;;;;;;;;;;;
5;63;34;7;3;65;0.9082568807;0.8032158439;0.8292682927;0.9189189189;;;;;;;;;;;
5;64;33;7;4;65;0.8990825688;0.7807270141;0.825;0.8918918919;;;;;;;;;;;
5;65;33;7;4;65;0.8990825688;0.7807270141;0.825;0.8918918919;;;;;;;;;;;
5;66;33;7;4;65;0.8990825688;0.7807270141;0.825;0.8918918919;;;;;;;;;;;
5;67;33;6;4;66;0.9082568807;0.7987249764;0.8461538462;0.8918918919;;;;;;;;;;;
5;68;33;6;4;66;0.9082568807;0.7987249764;0.8461538462;0.8918918919;;;;;;;;;;;
5;69;33;6;4;66;0.9082568807;0.7987249764;0.8461538462;0.8918918919;;;;;;;;;;;
5;70;33;6;4;66;0.9082568807;0.7987249764;0.8461538462;0.8918918919;;;;;;;;;;;
5;71;33;6;4;66;0.9082568807;0.7987249764;0.8461538462;0.8918918919;;;;;;;;;;;
5;72;33;6;4;66;0.9082568807;0.7987249764;0.8461538462;0.8918918919;;;;;;;;;;;
5;73;33;6;4;66;0.9082568807;0.7987249764;0.8461538462;0.8918918919;;;;;;;;;;;
5;74;33;6;4;66;0.9082568807;0.7987249764;0.8461538462;0.8918918919;;;;;;;;;;;
5;75;33;6;4;66;0.9082568807;0.7987249764;0.8461538462;0.8918918919;;;;;;;;;;;
5;76;33;6;4;66;0.9082568807;0.7987249764;0.8461538462;0.8918918919;;;;;;;;;;;
5;77;33;6;4;66;0.9082568807;0.7987249764;0.8461538462;0.8918918919;;;;;;;;;;;
5;78;33;6;4;66;0.9082568807;0.7987249764;0.8461538462;0.8918918919;;;;;;;;;;;
5;79;33;6;4;66;0.9082568807;0.7987249764;0.8461538462;0.8918918919;;;;;;;;;;;
5;80;33;6;4;66;0.9082568807;0.7987249764;0.8461538462;0.8918918919;;;;;;;;;;;
5;81;33;6;4;66;0.9082568807;0.7987249764;0.8461538462;0.8918918919;;;;;;;;;;;
5;82;33;6;4;66;0.9082568807;0.7987249764;0.8461538462;0.8918918919;;;;;;;;;;;
5;83;33;6;4;66;0.9082568807;0.7987249764;0.8461538462;0.8918918919;;;;;;;;;;;
5;84;33;6;4;66;0.9082568807;0.7987249764;0.8461538462;0.8918918919;;;;;;;;;;;
5;85;33;6;4;66;0.9082568807;0.7987249764;0.8461538462;0.8918918919;;;;;;;;;;;
5;86;33;6;4;66;0.9082568807;0.7987249764;0.8461538462;0.8918918919;;;;;;;;;;;
5;87;33;6;4;66;0.9082568807;0.7987249764;0.8461538462;0.8918918919;;;;;;;;;;;
5;88;33;6;4;66;0.9082568807;0.7987249764;0.8461538462;0.8918918919;;;;;;;;;;;
5;89;33;6;4;66;0.9082568807;0.7987249764;0.8461538462;0.8918918919;;;;;;;;;;;
5;90;33;6;4;66;0.9082568807;0.7987249764;0.8461538462;0.8918918919;;;;;;;;;;;
5;91;33;6;4;66;0.9082568807;0.7987249764;0.8461538462;0.8918918919;;;;;;;;;;;
5;92;34;6;3;66;0.9174311927;0.8209250512;0.85;0.9189189189;;;;;;;;;;;
5;93;34;6;3;66;0.9174311927;0.8209250512;0.85;0.9189189189;;;;;;;;;;;
5;94;34;6;3;66;0.9174311927;0.8209250512;0.85;0.9189189189;;;;;;;;;;;
5;95;34;6;3;66;0.9174311927;0.8209250512;0.85;0.9189189189;;;;;;;;;;;
5;96;34;6;3;66;0.9174311927;0.8209250512;0.85;0.9189189189;;;;;;;;;;;
5;97;34;6;3;66;0.9174311927;0.8209250512;0.85;0.9189189189;;;;;;;;;;;
5;98;34;6;3;66;0.9174311927;0.8209250512;0.85;0.9189189189;;;;;;;;;;;
